v,h,year,month,t2m_mean,t2m_std,precip_mean,precip_std
5,18,2099,5,295.3308,2.1593,0.1025,0.2911
5,18,2099,6,301.207,2.2396,0.0062,0.0182
5,18,2099,7,303.0414,1.3032,0.0127,0.0453
5,18,2099,8,304.1415,1.3239,0.038,0.0861
5,18,2099,9,300.0431,2.5777,0.2216,0.4473
5,18,2099,10,296.1762,2.3816,0.0907,0.2817
5,18,2099,11,290.3463,2.3315,0.2348,0.3552
5,18,2099,12,286.9508,1.7728,0.1055,0.1865
5,18,2100,1,286.3394,1.8072,0.0241,0.0596
5,18,2100,2,289.8169,2.2137,0.0152,0.0436
5,18,2100,3,289.8781,2.467,0.0824,0.2776
5,18,2100,4,290.8338,1.7488,0.1405,0.3035
5,18,2100,5,295.6246,2.7076,0.028,0.0899
5,18,2100,6,299.4691,2.5553,0.0095,0.0308
5,18,2100,7,302.8735,1.7716,0.0119,0.0334
5,18,2100,8,303.55,1.6165,0.0065,0.0261
5,18,2100,9,299.2263,2.4915,0.069,0.1726
5,18,2100,10,297.9927,2.1487,0.0184,0.0528
5,18,2100,11,291.4476,1.8403,0.0964,0.2444
5,18,2100,12,286.8241,0.9152,0.1687,0.2934
5,19,2051,1,286.9123,1.738,0.0247,0.0589
5,19,2051,2,287.1683,1.2922,0.0316,0.0712
5,19,2051,3,290.5301,2.2232,0.0105,0.0428
5,19,2051,4,291.6603,2.3838,0.0726,0.1249
5,19,2051,5,292.9947,1.6789,0.0726,0.2132
5,19,2051,6,297.9197,2.697,0.0146,0.0443
5,19,2051,7,300.6119,1.3328,0.0237,0.0503
5,19,2051,8,301.2067,1.1704,0.0105,0.0346
5,19,2051,9,298.4231,1.5517,0.0505,0.183
5,19,2051,10,296.0088,1.8617,0.1112,0.3461
5,19,2051,11,292.0334,2.2894,0.1061,0.2386
5,19,2051,12,287.6382,1.197,0.2634,0.4478
5,19,2052,1,285.429,1.0597,0.2644,0.5201
5,19,2052,2,287.1456,1.1181,0.0606,0.1332
5,19,2052,3,288.8295,2.7144,0.0684,0.1646
5,19,2052,4,290.4415,1.172,0.0944,0.1853
5,19,2052,5,293.4236,2.5508,0.039,0.1003
5,19,2052,6,299.1695,2.5692,0.0035,0.0171
5,19,2052,7,300.6372,1.7686,0.003,0.0118
5,19,2052,8,301.1001,1.0374,0.0074,0.0313
5,19,2052,9,298.1254,1.868,0.1191,0.287
5,19,2052,10,295.4408,2.5099,0.3001,0.6619
5,19,2052,11,290.4864,2.4571,0.2095,0.3505
5,19,2052,12,287.6872,1.6584,0.194,0.3651
5,19,2053,1,286.6601,1.841,0.1337,0.2867
5,19,2053,2,286.6367,2.285,0.177,0.3479
5,19,2053,3,287.3378,1.9965,0.1093,0.2969
5,19,2053,4,291.5623,2.151,0.012,0.0491
5,19,2053,5,294.7723,2.1744,0.0295,0.0865
5,19,2053,6,299.3401,2.0446,0.0098,0.044
5,19,2053,7,300.9527,1.2909,0.0292,0.0872
5,19,2053,8,301.8634,1.3691,0.009,0.0279
5,19,2053,9,299.7699,2.0632,0.0602,0.1348
5,19,2053,10,295.8714,2.124,0.1432,0.3513
5,19,2053,11,289.8875,2.3814,0.206,0.3801
5,19,2053,12,287.3122,1.7366,0.2388,0.3963
5,19,2054,1,284.6742,1.5179,0.2205,0.3807
5,19,2054,2,285.7427,1.4095,0.1452,0.2912
5,19,2054,3,286.932,1.5717,0.1373,0.3024
5,19,2054,4,289.921,2.0197,0.1188,0.2605
5,19,2054,5,294.1241,2.3252,0.0473,0.145
5,19,2054,6,297.5432,1.5025,0.0346,0.0761
5,19,2054,7,299.8666,1.6445,0.0101,0.0379
5,19,2054,8,301.6666,1.136,0.0195,0.0481
5,19,2054,9,298.5583,1.2569,0.0047,0.0121
5,19,2054,10,294.8043,1.7946,0.224,0.5062
5,19,2054,11,290.0869,2.1996,0.2732,0.52
5,19,2054,12,287.3215,1.6882,0.1772,0.329
5,19,2055,1,286.0715,1.2173,0.1337,0.3655
5,19,2055,2,284.9453,1.5689,0.0891,0.1868
5,19,2055,3,287.5125,1.9368,0.0733,0.2307
5,19,2055,4,290.4857,1.7132,0.113,0.3297
5,19,2055,5,294.9814,2.5779,0.0186,0.0627
5,19,2055,6,297.3329,1.8798,0.021,0.0511
5,19,2055,7,300.3833,1.4016,0.0043,0.0181
5,19,2055,8,301.7394,1.1079,0.0346,0.0742
5,19,2055,9,298.993,1.6323,0.1199,0.2713
5,19,2055,10,294.8832,1.6157,0.2908,0.5245
5,19,2055,11,291.1912,2.0201,0.1653,0.3915
5,19,2055,12,287.8537,2.3841,0.1392,0.396
5,19,2056,1,286.2098,2.2196,0.0993,0.2375
5,19,2056,2,286.371,2.4176,0.1584,0.2725
5,19,2056,3,289.4416,1.7968,0.0978,0.2977
5,19,2056,4,290.1875,2.0658,0.1029,0.2294
5,19,2056,5,294.0593,2.2599,0.0446,0.117
5,19,2056,6,297.967,1.372,0.0289,0.0977
5,19,2056,7,300.6651,1.6154,0.0178,0.0613
5,19,2056,8,300.9305,0.9603,0.0153,0.0379
5,19,2056,9,299.7415,1.5528,0.0399,0.1089
5,19,2056,10,296.4706,2.044,0.1154,0.3006
5,19,2056,11,292.0882,2.0353,0.3176,0.521
5,19,2056,12,287.626,1.0491,0.3442,0.5199
5,19,2057,1,286.6283,1.2752,0.1288,0.2505
5,19,2057,2,286.1288,1.0605,0.1121,0.2329
5,19,2057,3,288.3086,1.678,0.0333,0.0941
5,19,2057,4,291.5658,1.858,0.0355,0.0668
5,19,2057,5,293.0987,2.7483,0.0439,0.0955
5,19,2057,6,298.4363,2.2884,0.0191,0.0492
5,19,2057,7,300.2873,1.2856,0.0005,0.0024
5,19,2057,8,301.3987,0.8783,0.0126,0.0401
5,19,2057,9,299.1919,1.2545,0.0057,0.0242
5,19,2057,10,296.2857,1.604,0.134,0.2859
5,19,2057,11,292.7732,3.0858,0.0358,0.0829
5,19,2057,12,288.9242,1.4054,0.236,0.4279
5,19,2058,1,286.1595,1.1289,0.1821,0.3385
5,19,2058,2,287.0641,1.4637,0.1235,0.3518
5,19,2058,3,286.7795,1.5459,0.2899,0.5003
5,19,2058,4,291.0547,1.9627,0.0501,0.128
5,19,2058,5,293.5283,2.1405,0.0782,0.2102
5,19,2058,6,297.1688,1.6469,0.0342,0.1003
5,19,2058,7,300.368,1.367,0.0026,0.0118
5,19,2058,8,300.5853,1.0454,0.0393,0.1084
5,19,2058,9,298.2217,1.6719,0.069,0.1618
5,19,2058,10,297.6451,1.5839,0.0224,0.0839
5,19,2058,11,292.5287,2.2064,0.0728,0.2102
5,19,2058,12,289.223,1.1662,0.156,0.4083
5,19,2059,1,285.254,1.3294,0.4851,0.6338
5,19,2059,2,285.4755,1.2945,0.1964,0.3543
5,19,2059,3,286.863,1.5302,0.2032,0.3503
5,19,2059,4,289.8038,1.6425,0.0912,0.2004
5,19,2059,5,292.3897,2.1658,0.0901,0.1641
5,19,2059,6,297.3659,2.4268,0.0303,0.061
5,19,2059,7,300.2596,1.6122,0.0188,0.0309
5,19,2059,8,301.198,1.0911,0.0132,0.0231
5,19,2059,9,301.2248,1.6886,0.0081,0.0174
5,19,2059,10,296.1024,1.8691,0.1042,0.2628
5,19,2059,11,291.352,1.5926,0.091,0.2216
5,19,2059,12,287.9231,2.0642,0.4113,0.7882
5,19,2060,1,285.444,1.2193,0.2834,0.5324
5,19,2060,2,287.5409,1.7801,0.0676,0.2225
5,19,2060,3,287.9037,2.1394,0.1785,0.3263
5,19,2060,4,291.8181,1.4611,0.0125,0.0458
5,19,2060,5,294.3933,2.6029,0.0357,0.0946
5,19,2060,6,298.6124,2.0726,0.032,0.0935
5,19,2060,7,300.5904,1.482,0.0082,0.0234
5,19,2060,8,300.5362,1.0644,0.0271,0.0647
5,19,2060,9,298.8056,1.7761,0.1283,0.3158
5,19,2060,10,296.1956,2.0422,0.1083,0.2918
5,19,2060,11,289.6424,2.1613,0.2691,0.4308
5,19,2060,12,287.1247,1.375,0.2767,0.4261
5,19,2091,1,285.5345,1.2669,0.1759,0.352
5,19,2091,2,285.6552,2.5596,0.3287,0.4591
5,19,2091,3,287.9622,1.8834,0.2075,0.3791
5,19,2091,4,289.6942,2.3874,0.0544,0.193
5,19,2091,5,292.3947,2.6238,0.0726,0.1869
5,19,2091,6,299.0622,1.7323,0.0082,0.0248
5,19,2091,7,300.2295,1.4663,0.018,0.0494
5,19,2091,8,301.4204,1.0459,0.0256,0.0628
5,19,2091,9,299.3421,1.4728,0.0667,0.2049
5,19,2091,10,294.587,1.7612,0.2215,0.5616
5,19,2091,11,290.8901,1.7708,0.2493,0.4096
5,19,2091,12,286.574,1.5183,0.2557,0.4169
5,19,2092,1,285.2702,1.495,0.4173,0.5933
5,19,2092,2,285.0232,2.0489,0.0988,0.208
5,19,2092,3,286.9397,1.9729,0.1121,0.3125
5,19,2092,4,289.2943,1.5647,0.0515,0.1214
5,19,2092,5,293.5528,2.1016,0.0309,0.0708
5,19,2092,6,297.1436,1.9557,0.0199,0.0635
5,19,2092,7,299.4297,1.3212,0.0106,0.0341
5,19,2092,8,300.5222,1.1158,0.0001,0.0004
5,19,2092,9,299.2491,1.6536,0.0193,0.0794
5,19,2092,10,294.3457,1.8594,0.2385,0.4903
5,19,2092,11,291.1634,2.3869,0.0675,0.1785
5,19,2092,12,287.7011,1.8079,0.1605,0.4065
5,19,2093,1,287.3297,1.8211,0.0637,0.2398
5,19,2093,2,286.797,1.8133,0.1803,0.3283
5,19,2093,3,289.0132,2.0356,0.0656,0.1579
5,19,2093,4,289.5094,1.6293,0.1047,0.2782
5,19,2093,5,292.7126,1.9237,0.0757,0.1764
5,19,2093,6,297.1763,3.0143,0.0139,0.0369
5,19,2093,7,299.6122,1.6394,0.0191,0.0516
5,19,2093,8,301.1438,1.1379,0.0148,0.0465
5,19,2093,9,299.0952,1.6788,0.0588,0.1307
5,19,2093,10,295.6602,1.9749,0.1718,0.3423
5,19,2093,11,291.8573,1.8577,0.0926,0.3138
5,19,2093,12,289.3171,2.3828,0.1069,0.2486
5,19,2094,1,285.2923,2.3604,0.1534,0.3303
5,19,2094,2,286.5805,2.1473,0.0645,0.1554
5,19,2094,3,289.1185,1.8637,0.0352,0.0803
5,19,2094,4,292.3412,2.1814,0.0147,0.0531
5,19,2094,5,293.4945,2.3579,0.0223,0.0855
5,19,2094,6,297.7412,1.7788,0.0014,0.004
5,19,2094,7,301.0021,1.3095,0.0135,0.0401
5,19,2094,8,301.103,1.1888,0.0179,0.0545
5,19,2094,9,298.0014,1.5075,0.0643,0.1753
5,19,2094,10,295.6682,1.9338,0.2163,0.4513
5,19,2094,11,291.852,1.9621,0.0452,0.1029
5,19,2094,12,288.7907,1.5078,0.1123,0.2504
5,19,2095,1,286.6041,1.8893,0.1326,0.251
5,19,2095,2,287.5009,1.7659,0.1064,0.2468
5,19,2095,3,288.2089,1.7259,0.0745,0.1922
5,19,2095,4,290.5165,2.5981,0.1237,0.2921
5,19,2095,5,294.9048,2.4212,0.0139,0.0471
5,19,2095,6,297.9599,1.3001,0.0076,0.026
5,19,2095,7,299.831,1.9018,0.0078,0.0276
5,19,2095,8,300.259,1.3289,0.0275,0.0788
5,19,2095,9,298.3531,1.6811,0.0284,0.069
5,19,2095,10,296.0149,2.196,0.0441,0.1394
5,19,2095,11,290.5735,2.9548,0.1493,0.304
5,19,2095,12,287.9926,1.3498,0.0409,0.0844
5,19,2096,1,286.7535,1.5041,0.0641,0.2126
5,19,2096,2,286.4267,1.619,0.2119,0.3335
5,19,2096,3,288.6582,2.7596,0.0628,0.1648
5,19,2096,4,289.3463,1.0871,0.1287,0.1661
5,19,2096,5,293.2837,2.1959,0.0525,0.0931
5,19,2096,6,297.0358,1.7738,0.048,0.0932
5,19,2096,7,300.3,1.1752,0.0101,0.027
5,19,2096,8,301.1797,1.0993,0.0214,0.0684
5,19,2096,9,299.2153,1.2458,0.0417,0.125
5,19,2096,10,295.4442,2.4176,0.2306,0.5326
5,19,2096,11,291.4236,2.0821,0.1796,0.3454
5,19,2096,12,286.7889,1.9216,0.2941,0.4495
5,19,2097,1,284.791,1.8921,0.1046,0.1734
5,19,2097,2,285.1898,1.9071,0.1313,0.2247
5,19,2097,3,287.6552,1.6406,0.0538,0.1796
5,19,2097,4,290.1688,1.7309,0.1156,0.2373
5,19,2097,5,293.0277,2.0752,0.0364,0.1165
5,19,2097,6,297.9364,1.9527,0.0115,0.0414
5,19,2097,7,300.4508,1.1465,0.0039,0.0191
5,19,2097,8,301.16,1.0111,0.0237,0.0591
5,19,2097,9,299.0245,1.7267,0.12,0.2315
5,19,2097,10,294.679,1.8164,0.0762,0.2081
5,19,2097,11,290.2171,1.8875,0.0379,0.0958
5,19,2097,12,286.4631,2.0577,0.3009,0.4699
5,19,2098,1,285.4418,2.2853,0.1468,0.3168
5,19,2098,2,283.654,1.4182,0.282,0.486
5,19,2098,3,284.2975,1.3601,0.2967,0.4871
5,19,2098,4,288.2713,2.2436,0.1151,0.1959
5,19,2098,5,291.7184,1.8097,0.0549,0.1288
5,19,2098,6,296.8406,2.0222,0.0095,0.0342
5,19,2098,7,300.6128,1.5213,0.0029,0.0095
5,19,2098,8,300.8022,1.4734,0.0128,0.0606
5,19,2098,9,297.7997,1.0298,0.0935,0.2098
5,19,2098,10,294.7219,1.748,0.1836,0.5087
5,19,2098,11,292.969,1.2931,0.0229,0.0607
5,19,2098,12,287.1176,2.0417,0.3278,0.6441
5,19,2099,1,284.7417,1.6137,0.1822,0.2994
5,19,2099,2,286.338,1.3944,0.1593,0.3482
5,19,2099,3,288.2964,1.8319,0.0814,0.1695
5,19,2099,4,290.7857,2.5527,0.0493,0.1305
5,19,2099,5,294.12,1.9786,0.0378,0.1362
5,19,2099,6,298.1483,1.9232,0.033,0.073
5,19,2099,7,300.7782,1.5414,0.0189,0.0471
5,19,2099,8,301.6631,0.9846,0.0209,0.0586
5,19,2099,9,298.852,1.9522,0.1146,0.2315
5,19,2099,10,295.4696,1.7048,0.1354,0.3405
5,19,2099,11,291.5867,1.6257,0.3145,0.5163
5,19,2099,12,286.942,1.9475,0.1548,0.326
5,19,2100,1,285.8998,1.5035,0.1549,0.2595
5,19,2100,2,289.0921,2.0957,0.0143,0.033
5,19,2100,3,288.4128,2.0646,0.0896,0.3012
5,19,2100,4,290.3588,1.4241,0.081,0.1886
5,19,2100,5,294.211,2.5234,0.0175,0.0539
5,19,2100,6,297.6505,1.913,0.0015,0.0065
5,19,2100,7,300.4515,1.6197,0.0067,0.0252
5,19,2100,8,300.7853,0.9578,0.0212,0.0682
5,19,2100,9,297.4896,1.5591,0.071,0.1838
5,19,2100,10,296.2971,1.4602,0.0045,0.0163
5,19,2100,11,291.451,2.2643,0.1376,0.3055
5,19,2100,12,287.728,1.2643,0.1777,0.3106
5,20,2051,1,282.1176,2.3017,0.088,0.2304
5,20,2051,2,283.6213,2.0115,0.1327,0.2816
5,20,2051,3,287.5928,2.4558,0.0345,0.1021
5,20,2051,4,290.3436,3.0601,0.1138,0.2222
5,20,2051,5,293.3745,2.3102,0.0711,0.1469
5,20,2051,6,297.2084,2.7145,0.0198,0.0361
5,20,2051,7,301.1,1.6599,0.0151,0.0376
5,20,2051,8,301.8369,1.3111,0.001,0.004
5,20,2051,9,298.5771,1.8979,0.0107,0.0353
5,20,2051,10,294.4368,1.3077,0.0773,0.2134
5,20,2051,11,290.1199,3.4141,0.0603,0.1941
5,20,2051,12,283.7961,2.0603,0.0366,0.0843
5,20,2052,1,282.9488,1.5655,0.1877,0.3411
5,20,2052,2,286.0183,1.8212,0.1176,0.2696
5,20,2052,3,287.4748,4.3993,0.1039,0.2676
5,20,2052,4,289.6411,2.1958,0.0874,0.2229
5,20,2052,5,292.668,2.7209,0.0975,0.2004
5,20,2052,6,297.7713,2.7316,0.0109,0.0291
5,20,2052,7,301.1159,1.5948,0.0072,0.0219
5,20,2052,8,300.891,1.6788,0.0055,0.0129
5,20,2052,9,298.1378,2.1534,0.0247,0.1021
5,20,2052,10,294.3618,1.6701,0.0712,0.1539
5,20,2052,11,288.3997,2.842,0.2421,0.4045
5,20,2052,12,285.2754,2.1085,0.3646,0.5193
5,20,2053,1,283.705,1.9467,0.1681,0.352
5,20,2053,2,282.7845,3.5321,0.1199,0.2719
5,20,2053,3,285.0234,3.2039,0.1083,0.2379
5,20,2053,4,289.6429,1.8325,0.0523,0.1081
5,20,2053,5,294.6383,1.7901,0.0452,0.0932
5,20,2053,6,298.406,1.9554,0.0198,0.0407
5,20,2053,7,301.0374,1.0645,0.0202,0.0441
5,20,2053,8,301.5388,1.1425,0.0025,0.0079
5,20,2053,9,299.3619,2.3258,0.0302,0.0854
5,20,2053,10,293.9377,1.5095,0.0818,0.2098
5,20,2053,11,285.5178,3.8149,0.2286,0.4398
5,20,2053,12,282.1153,2.0999,0.1179,0.2644
5,20,2054,1,280.5041,2.451,0.3918,0.5287
5,20,2054,2,282.675,1.7912,0.0897,0.2443
5,20,2054,3,285.7622,2.2248,0.1915,0.2927
5,20,2054,4,288.5622,2.3362,0.0945,0.2017
5,20,2054,5,294.8885,2.4942,0.0489,0.1426
5,20,2054,6,297.9739,1.5092,0.0725,0.1209
5,20,2054,7,301.3185,1.5484,0.0017,0.0045
5,20,2054,8,301.2639,1.4889,0.007,0.0182
5,20,2054,9,298.1045,1.3493,0.0029,0.0127
5,20,2054,10,293.3235,1.746,0.0593,0.1384
5,20,2054,11,288.8276,3.0327,0.202,0.3952
5,20,2054,12,284.1866,2.3522,0.2269,0.4189
5,20,2055,1,281.2606,2.4301,0.1375,0.26
5,20,2055,2,280.298,2.5712,0.1866,0.3001
5,20,2055,3,283.7921,2.2456,0.1239,0.2261
5,20,2055,4,290.4124,1.8747,0.1377,0.2872
5,20,2055,5,292.9964,1.7811,0.0787,0.1329
5,20,2055,6,296.9983,1.7396,0.0264,0.0695
5,20,2055,7,300.4748,1.6592,0.0104,0.0327
5,20,2055,8,301.7519,0.959,0.0195,0.0412
5,20,2055,9,298.8801,1.419,0.0158,0.0426
5,20,2055,10,294.2334,2.0339,0.1293,0.3388
5,20,2055,11,290.7747,2.7654,0.1036,0.2722
5,20,2055,12,283.1192,4.3581,0.2873,0.5127
5,20,2056,1,281.4194,3.2717,0.2791,0.5828
5,20,2056,2,282.8459,3.3963,0.2812,0.4383
5,20,2056,3,288.612,2.2005,0.0295,0.0949
5,20,2056,4,290.8544,2.334,0.0709,0.158
5,20,2056,5,294.2247,2.1699,0.069,0.1524
5,20,2056,6,296.7918,1.256,0.063,0.1268
5,20,2056,7,300.284,1.4326,0.0072,0.0289
5,20,2056,8,301.1302,1.6948,0.0145,0.0322
5,20,2056,9,298.649,1.5872,0.049,0.1388
5,20,2056,10,295.0114,1.478,0.059,0.1764
5,20,2056,11,290.322,3.455,0.0999,0.2806
5,20,2056,12,284.9493,2.0881,0.1267,0.3311
5,20,2057,1,283.5587,2.0011,0.1509,0.3037
5,20,2057,2,283.2254,2.1545,0.1223,0.2561
5,20,2057,3,286.3276,2.4948,0.0454,0.1221
5,20,2057,4,291.5927,3.008,0.038,0.1084
5,20,2057,5,294.1075,3.8593,0.0744,0.1501
5,20,2057,6,299.5227,1.7731,0.0237,0.0633
5,20,2057,7,302.5859,1.4819,0.0011,0.0043
5,20,2057,8,301.9724,1.0575,0.0042,0.0109
5,20,2057,9,299.0105,1.9101,0.0247,0.0804
5,20,2057,10,294.1173,2.1712,0.0349,0.1099
5,20,2057,11,288.0976,5.2052,0.0901,0.2134
5,20,2057,12,286.3863,1.4409,0.0828,0.1981
5,20,2058,1,282.6788,1.9344,0.269,0.4747
5,20,2058,2,283.0669,2.5503,0.1516,0.3288
5,20,2058,3,285.0973,1.9372,0.1249,0.1952
5,20,2058,4,290.1758,3.0729,0.0637,0.1728
5,20,2058,5,295.2346,2.1728,0.0298,0.0842
5,20,2058,6,298.8116,1.7198,0.0353,0.1046
5,20,2058,7,302.0211,1.4137,0.0018,0.0054
5,20,2058,8,301.6528,1.1928,0.0047,0.013
5,20,2058,9,298.2754,1.7025,0.0142,0.0301
5,20,2058,10,296.2897,2.2217,0.0329,0.0864
5,20,2058,11,287.834,2.2442,0.1155,0.3428
5,20,2058,12,285.5612,2.2529,0.055,0.1451
5,20,2059,1,283.1909,1.3266,0.2045,0.3977
5,20,2059,2,282.1853,2.5054,0.1292,0.2704
5,20,2059,3,285.5999,3.7318,0.1016,0.201
5,20,2059,4,290.0085,2.5245,0.0883,0.168
5,20,2059,5,292.9645,2.3095,0.114,0.2453
5,20,2059,6,298.3312,2.1996,0.0181,0.0443
5,20,2059,7,299.8849,1.5829,0.0204,0.0466
5,20,2059,8,301.1583,1.3507,0.0052,0.0145
5,20,2059,9,300.0063,1.1592,0.0053,0.0198
5,20,2059,10,294.1059,2.5395,0.0437,0.1529
5,20,2059,11,289.0122,2.4439,0.1754,0.3905
5,20,2059,12,286.1457,2.1876,0.1786,0.4016
5,20,2060,1,282.7912,1.7752,0.2767,0.5093
5,20,2060,2,284.1541,2.6899,0.1101,0.2355
5,20,2060,3,285.8479,3.0122,0.1246,0.2205
5,20,2060,4,289.2689,1.7359,0.0539,0.1591
5,20,2060,5,294.1913,3.3627,0.0998,0.2037
5,20,2060,6,297.9804,2.3143,0.0266,0.0609
5,20,2060,7,300.8715,1.5719,0.002,0.0051
5,20,2060,8,300.7901,1.4569,0.011,0.0353
5,20,2060,9,297.9977,2.0843,0.0201,0.0676
5,20,2060,10,294.4117,2.0957,0.1192,0.2659
5,20,2060,11,287.1948,2.4584,0.3338,0.5897
5,20,2060,12,285.1971,2.041,0.4493,0.5796
5,20,2091,1,281.1609,2.1075,0.1759,0.3344
5,20,2091,2,282.7691,5.5588,0.0773,0.1524
5,20,2091,3,286.9192,1.8223,0.1053,0.1668
5,20,2091,4,288.0177,3.1917,0.09,0.2062
5,20,2091,5,292.5321,2.0534,0.0557,0.1569
5,20,2091,6,296.5764,2.1858,0.0247,0.0513
5,20,2091,7,300.4154,1.8691,0.0106,0.0356
5,20,2091,8,300.1605,1.1595,0.004,0.014
5,20,2091,9,298.5829,1.6574,0.0057,0.027
5,20,2091,10,293.1699,2.0387,0.0843,0.1814
5,20,2091,11,288.213,2.8309,0.1992,0.3582
5,20,2091,12,282.5458,2.4747,0.1538,0.3534
5,20,2092,1,282.9934,2.5482,0.2847,0.4169
5,20,2092,2,281.1793,3.2064,0.2045,0.412
5,20,2092,3,284.1016,2.9223,0.1468,0.2624
5,20,2092,4,288.6656,2.198,0.1766,0.2717
5,20,2092,5,291.9917,1.6185,0.1048,0.1807
5,20,2092,6,298.0347,1.5712,0.0077,0.0237
5,20,2092,7,299.6476,1.5939,0.0161,0.0482
5,20,2092,8,301.4001,1.3755,0.0119,0.043
5,20,2092,9,299.8697,2.2623,0.0193,0.0514
5,20,2092,10,293.6833,1.5713,0.1082,0.2305
5,20,2092,11,288.7822,2.0207,0.0985,0.2629
5,20,2092,12,285.5872,1.6578,0.1279,0.3034
5,20,2093,1,284.2364,2.0641,0.1846,0.4351
5,20,2093,2,284.8145,2.3783,0.1953,0.3745
5,20,2093,3,287.2392,2.3473,0.0984,0.2108
5,20,2093,4,288.0595,2.0675,0.1097,0.2023
5,20,2093,5,294.1593,2.3446,0.022,0.0529
5,20,2093,6,297.6252,2.3069,0.0119,0.0398
5,20,2093,7,300.1819,1.3081,0.0143,0.0358
5,20,2093,8,301.0147,1.427,0.0106,0.0319
5,20,2093,9,298.7601,1.6277,0.0296,0.0749
5,20,2093,10,295.2831,2.3485,0.05,0.1418
5,20,2093,11,288.8051,2.8214,0.0294,0.1
5,20,2093,12,286.056,3.2606,0.2468,0.4743
5,20,2094,1,281.3493,2.7931,0.2773,0.4848
5,20,2094,2,284.4942,2.3684,0.13,0.2998
5,20,2094,3,287.2621,2.7093,0.0564,0.1212
5,20,2094,4,289.1986,2.1409,0.0543,0.1188
5,20,2094,5,294.545,2.2998,0.0385,0.1047
5,20,2094,6,297.2705,1.994,0.0259,0.0672
5,20,2094,7,300.9316,1.3189,0.0103,0.0235
5,20,2094,8,301.4783,1.3456,0.0065,0.0192
5,20,2094,9,298.2115,1.5348,0.003,0.011
5,20,2094,10,295.1128,1.428,0.0745,0.2253
5,20,2094,11,289.2533,2.399,0.1394,0.2998
5,20,2094,12,284.5397,2.6536,0.248,0.4598
5,20,2095,1,283.6635,2.9708,0.2197,0.4158
5,20,2095,2,285.2447,2.9031,0.0707,0.149
5,20,2095,3,286.8309,2.4899,0.0534,0.1786
5,20,2095,4,290.239,2.9812,0.0712,0.1596
5,20,2095,5,294.71,2.1692,0.0325,0.0846
5,20,2095,6,297.0323,1.8159,0.0119,0.0274
5,20,2095,7,301.0996,1.3895,0.0084,0.023
5,20,2095,8,301.0736,1.6528,0.0077,0.0197
5,20,2095,9,297.8501,1.8486,0.0236,0.0607
5,20,2095,10,293.6388,1.9935,0.0549,0.1693
5,20,2095,11,288.9376,3.7606,0.1647,0.3458
5,20,2095,12,283.6469,2.2991,0.085,0.1889
5,20,2096,1,283.2845,2.4778,0.0829,0.1766
5,20,2096,2,285.0204,1.7992,0.1669,0.2881
5,20,2096,3,285.8471,4.4627,0.1156,0.2487
5,20,2096,4,289.495,1.6518,0.1203,0.1713
5,20,2096,5,292.6187,1.4487,0.1253,0.2088
5,20,2096,6,297.2967,1.9932,0.0274,0.0726
5,20,2096,7,301.0791,1.3911,0.0077,0.0186
5,20,2096,8,300.9552,1.1452,0.0076,0.0197
5,20,2096,9,299.8346,1.4102,0.0008,0.0034
5,20,2096,10,294.1536,2.9702,0.033,0.0906
5,20,2096,11,289.7271,2.5531,0.1535,0.3232
5,20,2096,12,284.4298,3.2552,0.2358,0.343
5,20,2097,1,280.7306,2.3054,0.2018,0.3464
5,20,2097,2,281.0133,3.0285,0.1914,0.3336
5,20,2097,3,285.1927,2.5522,0.1007,0.2481
5,20,2097,4,289.5009,1.6341,0.127,0.2392
5,20,2097,5,293.1917,1.526,0.0961,0.2
5,20,2097,6,298.2574,1.1933,0.0311,0.0495
5,20,2097,7,300.6067,1.1477,0.0056,0.0187
5,20,2097,8,301.2298,1.0696,0.0048,0.0125
5,20,2097,9,298.4211,1.2808,0.0236,0.0721
5,20,2097,10,293.0291,2.1303,0.1223,0.243
5,20,2097,11,285.7425,2.9239,0.1466,0.2962
5,20,2097,12,282.6853,3.0035,0.199,0.4135
5,20,2098,1,281.7995,2.9097,0.1719,0.3592
5,20,2098,2,282.4633,1.9082,0.2902,0.3912
5,20,2098,3,282.3783,2.3319,0.134,0.2499
5,20,2098,4,286.6295,2.6983,0.1807,0.336
5,20,2098,5,291.8018,1.95,0.0694,0.1352
5,20,2098,6,297.3983,1.962,0.0251,0.0667
5,20,2098,7,300.5934,1.3631,0.0006,0.0023
5,20,2098,8,300.9447,1.7979,0.0017,0.0075
5,20,2098,9,298.9588,1.4326,0.0281,0.0603
5,20,2098,10,293.6826,2.2538,0.189,0.2898
5,20,2098,11,289.3525,1.9109,0.0209,0.0736
5,20,2098,12,285.1758,3.7915,0.1447,0.3673
5,20,2099,1,280.2489,2.4295,0.076,0.1521
5,20,2099,2,283.0718,2.2067,0.0716,0.1368
5,20,2099,3,285.5015,3.0634,0.0978,0.2206
5,20,2099,4,289.553,2.6893,0.068,0.1617
5,20,2099,5,294.7448,1.7562,0.1448,0.3069
5,20,2099,6,296.3986,1.0123,0.0703,0.105
5,20,2099,7,299.7117,1.4638,0.0437,0.0693
5,20,2099,8,300.3967,1.4543,0.0283,0.0475
5,20,2099,9,297.9323,2.331,0.0375,0.12
5,20,2099,10,293.3705,2.082,0.2104,0.4184
5,20,2099,11,289.579,1.5486,0.2302,0.4224
5,20,2099,12,283.33,3.032,0.357,0.6041
